origin,airport_name,state,region,delayed_time,pct_greater,total_flights
ORH,Worcester Regional,Massachusetts,Northeast,71.8013856812933,0.3441108545034642,1240
OTH,Southwest Oregon Regional,Oregon,West,89.48051948051948,0.3961038961038961,383
OTZ,Ralph Wien Memorial,Alaska,West,30.731884057971016,0.12318840579710146,720
OWB,Owensboro Daviess County Regional,Kentucky,South,50.87179487179487,0.3076923076923077,102
PAE,Snohomish County,Washington,West,65.36111111111111,0.32323232323232326,1624
PAH,Barkley Regional,Kentucky,South,88.83791208791209,0.37362637362637363,1295
PBG,Plattsburgh International,New York,Northeast,71.70332480818415,0.2915601023017903,1360
PBI,Palm Beach International,Florida,South,52.059011893870085,0.247483989021043,26064
PDX,Portland International,Oregon,West,29.80345681792591,0.12881432271140636,62441
PGD,Punta Gorda Airport,Florida,South,45.673816568047336,0.21745562130177515,5355
PGV,Pitt Greenville,North Carolina,South,30.714285714285715,0.23809523809523808,80
PHF,Newport News/Williamsburg International,Virginia,South,46.690962099125365,0.23615160349854228,2511
PHL,Philadelphia International,Pennsylvania,Northeast,45.39677974226659,0.2292248258748555,117655
PHX,Phoenix Sky Harbor International,Arizona,West,31.247287163652405,0.14055285987354801,175328
PIA,General Downing - Peoria International,Illinois,Midwest,58.39249413604379,0.2658326817826427,4683
PIB,Hattiesburg-Laurel Regional,Mississippi,South,68.9047619047619,0.319047619047619,709
PIE,St Pete Clearwater International,Florida,South,46.03697183098591,0.22300469483568075,7725
PIH,Pocatello Regional,Idaho,West,46.06875,0.33125,1090
PIR,Pierre Regional,South Dakota,Midwest,88.71153846153847,0.3782051282051282,657
PIT,Pittsburgh International,Pennsylvania,Northeast,45.71897488618006,0.21978264062270525,50395
PLN,Pellston Regional Airport of Emmet County,Michigan,Midwest,82.87650602409639,0.2921686746987952,1087
PNS,Pensacola International,Florida,South,46.444901557449306,0.2115780193946518,12610
PRC,Prescott Regional Ernest A Love Field,Arizona,West,54.41106719367589,0.26877470355731226,737
PSC,Tri Cities,Washington,West,68.06012658227849,0.27848101265822783,2997
PSG,Petersburg James A Johnson,Alaska,West,32.810526315789474,0.1368421052631579,724
PSM,Portsmouth International at Pease,New Hampshire,Northeast,47.45061728395062,0.19753086419753085,425
